id,fold
4563438,0
10069491,0
1919202,0
2841907,0
143358,0
5541744,0
6069551,0
3101775,0
3089455,0
5557095,0
278297,0
3240480,0
5433636,0
3584824,0
2165301,0
4333341,0
3569410,0
4012076,0
6536276,0
1926321,0
8595228,0
4234942,0
7301614,0
6632211,0
3761105,0
4396565,0
2156110,0
4760614,0
3151769,0
3170935,0
2901743,0
3201553,0
2394635,0
9208246,0
3239962,0
7145381,0
3398841,0
3424706,0
3050276,0
1733688,0
2382147,0
4197765,0
4611850,0
8062927,0
4921915,0
3918416,0
3850922,0
3158020,0
2817778,0
3981325,0
4269599,0
4246149,0
4064772,0
2346062,0
2240446,0
9351452,0
6630314,0
1945207,0
7419032,0
8126690,0
6830444,0
6309805,0
3421864,0
3901679,0
5392448,0
7393587,0
2459987,0
5268002,0
4907040,0
4860280,0
3315002,0
4824398,0
4158327,0
6223145,0
2845015,0
1868284,0
3971364,0
4960667,0
7439717,0
3745481,0
5823256,0
3262285,0
4116824,0
1764194,0
2032672,0
6243326,0
2081518,0
2341127,0
8621912,0
1775016,0
2650744,0
6380743,0
6412208,0
7897167,0
4900173,0
6386357,0
5048538,0
4183422,0
2596676,0
3823622,0
8635961,0
3162031,0
3187574,0
5337365,0
1830799,0
2234419,0
1800097,0
3137454,0
2435018,0
2052272,0
6713628,0
4089762,0
7127538,0
7492357,0
9614883,0
5970620,0
9722004,0
10181743,0
4193292,0
3903723,0
2311153,0
8865876,0
4296591,0
6885156,0
5876183,0
7393419,0
4257202,0
4054720,0
1297063,0
4158089,0
5460376,0
4308631,0
2928455,0
3894168,0
1462536,0
4998761,0
7899869,0
3870053,0
3161226,0
9496268,0
5052500,0
3355518,0
6144703,0
5382214,0
1334373,0
4139077,0
4295919,0
5657034,0
3848661,0
7046954,0
1411786,0
5639079,0
1266333,0
7129890,0
3994583,0
4454266,0
8520559,0
3931324,0
5786667,0
1879547,0
3123090,0
2258793,0
3718783,0
4463030,0
2706030,0
3224051,0
2192517,0
2087972,0
4458466,0
6822555,0
2462213,0
1072412,0
1982412,0
4550173,0
5063224,0
4592264,0
3826289,0
4049827,0
4328252,0
4550523,0
8082009,0
4167651,0
6593564,0
9816609,0
3927803,0
3048029,0
4554002,0
9486433,0
5910714,0
9430993,0
2077948,0
7213631,0
6506869,0
8037839,0
3692848,0
2929316,0
4647802,0
5512246,0
5732144,0
4057639,0
4926304,0
3900188,0
2628148,0
6398089,0
5970536,0
3291384,0
2638452,0
5238847,0
7912112,0
4617919,0
2070437,0
4533373,0
5094878,0
5896987,0
1416840,0
3983859,0
9725147,0
3695130,0
4909315,0
3804512,0
7357467,0
2231815,0
2744663,0
5192395,0
4066242,0
4536432,0
4128143,0
3432357,0
5763336,0
2249903,0
4057576,0
4098288,0
3657498,0
2009138,0
7272116,0
2901120,0
4902875,0
8161571,0
5566454,0
6968764,0
3868877,0
5443499,0
2608863,0
6118271,0
4398434,0
5073304,0
7522870,0
7188543,0
2556930,0
2246935,0
5016849,0
3712273,0
4070911,0
7445625,0
7031918,0
7647988,0
3049072,0
4794263,0
2866008,0
2261810,0
365804,0
1604909,0
5966420,0
2064256,0
8976994,0
2622849,0
5987105,0
7158534,0
4979231,0
2698393,0
1916759,0
8444623,0
4575660,0
9421032,0
3358493,0
4342784,0
2028962,0
1932691,0
6990597,0
2551022,0
8503885,0
7993816,0
6398733,0
7453668,0
3608120,0
3453042,0
2056871,0
2622870,0
10063282,0
2623885,0
6841077,0
5527051,0
1014284,0
3315681,0
9445525,0
4020042,0
3547318,0
2104730,0
2865217,0
2790996,0
4238960,0
2742304,0
4681577,0
9144973,0
3474826,0
3399912,0
1260845,0
7834216,0
3256384,0
6335726,0
5645330,0
1986325,0
2854234,0
7838388,0
9417931,0
1776955,0
3892348,0
3364562,0
3203814,0
7486358,0
2164440,0
7778811,0
3330115,0
7239629,0
4441316,0
2103064,0
3447267,0
3767440,0
4917281,0
3078577,0
8563042,0
5550235,0
1895654,0
5078988,0
3316206,0
3497352,0
4494257,0
3604431,0
9075183,0
2002054,0
7131402,0
2913902,0
2387824,0
4901552,0
4417376,0
5882413,0
3878838,0
2064417,0
6845207,0
4817909,0
3022367,0
3949755,0
6608173,0
4560316,0
4221663,0
2968908,0
7202788,0
5021952,0
8150189,0
3846568,0
6453123,0
4400317,0
3549089,0
6393070,0
3842942,0
2584720,0
7925580,0
2957204,0
3418749,0
2263371,0
3886510,0
2025385,0
7306122,0
9736305,0
2648497,0
2406920,0
4632997,0
6804166,0
4013616,0
9112647,0
5159642,0
7857890,0
7196418,0
4666779,0
3341574,0
3516861,0
3798296,0
5353955,0
2073748,0
6626191,0
6074745,0
1459456,0
3205963,0
6941842,0
1794098,0
6763013,0
8865925,0
2190088,0
2695257,0
5040915,0
4081075,0
6099028,0
2450579,0
7141104,0
5362425,0
1870748,0
1798529,0
10114403,0
6021650,0
6918938,0
7949604,0
4860616,0
5478121,0
8857546,0
3417006,0
5664139,0
7442972,0
7272543,0
2238752,0
4452299,0
4587259,0
5662361,0
2134970,0
2988669,0
4557593,0
3218087,0
3355392,0
6592906,0
2510436,0
7642941,0
2800698,0
1875053,0
3600658,0
5755482,0
1948959,0
9293072,0
2421011,0
902900,0
3324949,0
3117910,0
2770388,0
6984241,0
5533610,0
7296658,0
3604284,0
6475068,0
7197573,0
7820755,0
9037432,0
5500731,0
2940929,0
7292101,0
3331767,0
3554780,0
3407451,0
7588957,0
4869961,0
5269752,0
1843847,0
7737497,0
1288544,0
4271020,0
2353391,0
7648380,0
2959255,0
896089,0
5860818,0
5896686,0
4373990,0
9733813,0
3344549,0
3775896,0
3958827,0
1051671,0
5168322,0
1952480,0
2180806,0
3968956,0
4920578,0
2768554,0
3246017,0
5896623,0
5006041,0
101407,0
9177131,0
8438603,0
8506895,0
5557746,0
3210912,0
3705098,0
5048006,0
2657366,0
5478604,0
5175931,0
7548546,0
4741896,0
5991109,0
2064326,0
4184787,0
6384292,0
2335919,0
6777174,0
4267345,0
6368437,0
1900267,0
4371015,0
2422278,0
7785272,0
4441162,0
6212729,0
6808317,0
3417139,0
3876283,0
1913581,0
8703014,0
595348,0
4143438,0
10057941,0
2469913,0
4814241,0
5545776,0
7829862,0
4354901,0
7085307,0
3979694,0
3080418,0
9416664,0
1929534,0
4596632,0
9514202,0
7974615,0
4843179,0
2105591,0
7843988,0
9627056,0
3821718,0
6236704,0
6917160,0
3426659,0
5847609,0
5729295,0
3359767,0
5352744,0
4382131,0
3705581,0
4905549,0
7761962,0
1939369,0
5608804,0
7320241,0
2969104,0
3044389,0
9135712,0
3276047,0
2208085,0
1812753,0
3771500,0
5458010,0
2173757,0
6897021,0
5180047,0
2473868,0
2324215,0
9885433,0
5601314,0
5186368,0
3082882,0
4249054,0
4673065,0
